CDG,DT_Abert,Dia_Semana,Tipo,QTD,Produto,Categoria,Valor_Un,Valor_Total,DT_Fech
13111,17/06/2025 13:50,terça-feira,Delivery    ,1,Coca-cola Zero 600mL,Refrigerantes,"6,00","6,00",17/06/2025 14:30
13112,17/06/2025 13:52,terça-feira,Delivery    ,1,Frango Catupiry com Bacon,Frango,"40,90","40,90",17/06/2025 14:31
13112,17/06/2025 13:52,terça-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",17/06/2025 14:31
13112,17/06/2025 13:52,terça-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"9,00","9,00",17/06/2025 14:31
13112,17/06/2025 13:52,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",17/06/2025 14:31
13119,17/06/2025 15:25,terça-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",17/06/2025 15:55
13123,17/06/2025 16:46,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",17/06/2025 17:23
13131,17/06/2025 17:54,terça-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",17/06/2025 18:39
13131,17/06/2025 17:54,terça-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",17/06/2025 18:39
13131,17/06/2025 17:54,terça-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",17/06/2025 18:39
13131,17/06/2025 17:54,terça-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",17/06/2025 18:39
13132,17/06/2025 18:06,terça-feira,Delivery    ,1,Hot Dog Catupiry,Hot Dog,"29,90","29,90",17/06/2025 18:54
13132,17/06/2025 18:06,terça-feira,Delivery    ,1,Boizinho,Hambúrguer,"27,90","27,90",17/06/2025 18:54
13143,18/06/2025 10:48,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",18/06/2025 11:29
13143,18/06/2025 10:48,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",18/06/2025 11:29
13146,18/06/2025 11:03,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",18/06/2025 11:29
13148,18/06/2025 11:04,quarta-feira,Delivery    ,1,Coca-Cola Original 200mL,Refrigerantes,"3,90","3,90",18/06/2025 11:29
13148,18/06/2025 11:04,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",18/06/2025 11:29
13149,18/06/2025 11:04,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",18/06/2025 12:50
13149,18/06/2025 11:04,quarta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"3,90","3,90",18/06/2025 12:50
13152,18/06/2025 11:46,quarta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",18/06/2025 12:50
13157,18/06/2025 12:07,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",18/06/2025 12:50
13162,18/06/2025 12:56,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",18/06/2025 13:33
13162,18/06/2025 12:56,quarta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",18/06/2025 13:33
13167,18/06/2025 14:36,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",18/06/2025 15:24
13168,18/06/2025 14:37,quarta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",18/06/2025 15:24
13168,18/06/2025 14:37,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",18/06/2025 15:24
13168,18/06/2025 15:24,quarta-feira,Delivery    ,1,Coca-cola Zero 600mL,Refrigerantes,"9,00","9,00",18/06/2025 15:24
13182,18/06/2025 17:37,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",18/06/2025 18:08
13191,18/06/2025 18:39,quarta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"24,95","49,90",18/06/2025 19:13
13191,18/06/2025 18:39,quarta-feira,Delivery    ,2,Ifood Salsicha,Complemento,"4,00","8,00",18/06/2025 19:13
13191,18/06/2025 18:39,quarta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"6,00","6,00",18/06/2025 19:13
13200,20/06/2025 12:44,sexta-feira,Delivery    ,1,Boizinho Caipira,Hambúrguer,"32,90","32,90",20/06/2025 13:36
13200,20/06/2025 12:45,sexta-feira,Delivery    ,1,Doguinho,Hot Dog,"14,90","14,90",20/06/2025 13:36
13200,20/06/2025 12:45,sexta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",20/06/2025 13:36
13221,20/06/2025 17:09,sexta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",20/06/2025 17:39
13221,20/06/2025 17:09,sexta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",20/06/2025 17:39
13222,20/06/2025 17:45,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",20/06/2025 18:31
13222,20/06/2025 17:45,sexta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",20/06/2025 18:31
13222,20/06/2025 17:45,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",20/06/2025 18:31
13222,20/06/2025 17:45,sexta-feira,Delivery    ,1,Boizinho Caipira,Hambúrguer,"32,90","32,90",20/06/2025 18:31
13232,21/06/2025 11:05,sábado,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",21/06/2025 12:03
13232,21/06/2025 11:05,sábado,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",21/06/2025 12:03
13252,21/06/2025 13:29,sábado,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",21/06/2025 13:47
13252,21/06/2025 13:29,sábado,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",21/06/2025 13:47
13263,23/06/2025 11:57,segunda-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",23/06/2025 13:42
13281,23/06/2025 18:01,segunda-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",23/06/2025 19:02
13281,23/06/2025 18:01,segunda-feira,Delivery    ,1,Doguinho,Hot Dog,"14,90","14,90",23/06/2025 19:02
13281,23/06/2025 18:01,segunda-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",23/06/2025 19:02
13284,23/06/2025 18:33,segunda-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",23/06/2025 19:31
13284,23/06/2025 18:33,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",23/06/2025 19:31
13285,23/06/2025 18:42,segunda-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",23/06/2025 19:31
13297,24/06/2025 12:52,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",24/06/2025 13:27
13300,24/06/2025 13:33,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",24/06/2025 14:01
13302,24/06/2025 13:50,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",24/06/2025 14:22
13302,24/06/2025 13:50,terça-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",24/06/2025 14:22
13304,24/06/2025 14:18,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",24/06/2025 14:59
13306,24/06/2025 14:32,terça-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",24/06/2025 14:59
13310,24/06/2025 15:48,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",24/06/2025 16:14
13327,25/06/2025 12:14,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",25/06/2025 13:06
13327,25/06/2025 12:14,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",25/06/2025 13:06
13327,25/06/2025 12:14,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",25/06/2025 13:06
13327,25/06/2025 12:14,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",25/06/2025 13:06
13327,25/06/2025 12:14,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",25/06/2025 13:06
13327,25/06/2025 12:14,quarta-feira,Delivery    ,1,Coca-Cola Original 200mL,Refrigerantes,"3,90","3,90",25/06/2025 13:06
13327,25/06/2025 12:14,quarta-feira,Delivery    ,2,Coca-Cola Zero 200mL,Refrigerantes,"3,90","7,80",25/06/2025 13:06
13332,25/06/2025 12:49,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",25/06/2025 13:14
13332,25/06/2025 12:49,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",25/06/2025 13:14
13343,25/06/2025 14:54,quarta-feira,Delivery    ,1,Doguinho,Hot Dog,"14,90","14,90",25/06/2025 15:14
13343,25/06/2025 14:54,quarta-feira,Delivery    ,1,Mini Catupiry Dentro,Complemento,"3,00","3,00",25/06/2025 15:14
13343,25/06/2025 14:54,quarta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",25/06/2025 15:14
13351,25/06/2025 16:53,quarta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",25/06/2025 17:27
13351,25/06/2025 16:53,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",25/06/2025 17:27
13351,25/06/2025 16:53,quarta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",25/06/2025 17:27
13352,25/06/2025 16:56,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",25/06/2025 17:28
13360,25/06/2025 18:45,quarta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"24,95","49,90",25/06/2025 18:46
13360,25/06/2025 18:45,quarta-feira,Delivery    ,2,Bacon 60g,Complemento,"6,50","13,00",25/06/2025 18:46
13360,25/06/2025 18:45,quarta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"1,00","1,00",25/06/2025 18:46
13366,26/06/2025 10:30,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/06/2025 13:13
13368,26/06/2025 10:47,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/06/2025 13:13
13374,26/06/2025 11:27,quinta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",26/06/2025 13:13
13375,26/06/2025 11:29,quinta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",26/06/2025 13:13
13375,26/06/2025 11:29,quinta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",26/06/2025 13:13
13375,26/06/2025 11:29,quinta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",26/06/2025 13:13
13375,26/06/2025 11:29,quinta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",26/06/2025 13:13
13384,26/06/2025 13:14,quinta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",26/06/2025 14:08
13386,26/06/2025 13:29,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",26/06/2025 14:08
13386,26/06/2025 13:31,quinta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"24,95","49,90",26/06/2025 14:08
13386,26/06/2025 13:31,quinta-feira,Delivery    ,1,Coca-Cola Original 600mL,Refrigerantes,"6,00","6,00",26/06/2025 14:08
13402,26/06/2025 17:38,quinta-feira,Delivery    ,4,Hot Dog Nervoso,Hot Dog,"32,90","131,60",26/06/2025 19:07
13403,26/06/2025 17:47,quinta-feira,Delivery    ,1,Frango Catupiry com Bacon,Frango,"40,90","40,90",26/06/2025 19:09
13403,26/06/2025 17:47,quinta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",26/06/2025 19:09
13406,26/06/2025 18:08,quinta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",26/06/2025 19:09
13406,26/06/2025 18:08,quinta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",26/06/2025 19:09
13406,26/06/2025 18:08,quinta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",26/06/2025 19:09
13406,26/06/2025 18:08,quinta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",26/06/2025 19:09
13407,26/06/2025 18:09,quinta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",26/06/2025 19:09
13410,26/06/2025 18:22,quinta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",26/06/2025 19:09
13420,27/06/2025 10:48,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",27/06/2025 11:12
13420,27/06/2025 10:48,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",27/06/2025 11:12
13420,27/06/2025 10:48,sexta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"3,90","3,90",27/06/2025 11:12
13422,27/06/2025 11:18,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",27/06/2025 12:17
13424,27/06/2025 11:22,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",27/06/2025 12:17
13424,27/06/2025 11:22,sexta-feira,Delivery    ,1,Coca-Cola Zero 200mL,Refrigerantes,"3,90","3,90",27/06/2025 12:17
13426,27/06/2025 11:49,sexta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",27/06/2025 12:15
13431,27/06/2025 12:21,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",27/06/2025 13:01
13431,27/06/2025 12:21,sexta-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",27/06/2025 13:01
13441,27/06/2025 13:12,sexta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"20,00","20,00",27/06/2025 14:10
13441,27/06/2025 13:12,sexta-feira,Delivery    ,1,Fanta Uva 350mL,Refrigerantes,"4,90","4,90",27/06/2025 14:10
13454,27/06/2025 14:58,sexta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"20,00","20,00",27/06/2025 16:04
13454,27/06/2025 14:58,sexta-feira,Delivery    ,1,Sprite 350mL,Refrigerantes,"4,90","4,90",27/06/2025 16:04
13457,27/06/2025 15:27,sexta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",27/06/2025 16:04
13457,27/06/2025 15:27,sexta-feira,Delivery    ,1,Coca-Cola Original 200mL,Refrigerantes,"3,90","3,90",27/06/2025 16:04
13481,28/06/2025 11:18,sábado,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",28/06/2025 12:24
13491,28/06/2025 12:30,sábado,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",28/06/2025 13:00
13491,28/06/2025 12:30,sábado,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",28/06/2025 13:00
13491,28/06/2025 12:30,sábado,Delivery    ,1,Frango Catupiry com Bacon,Frango,"40,90","40,90",28/06/2025 13:00
13510,30/06/2025 13:01,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",30/06/2025 13:28
13523,30/06/2025 15:14,segunda-feira,Delivery    ,1,Água Com gás,Águas,"4,50","4,50",30/06/2025 16:04
13523,30/06/2025 15:18,segunda-feira,Delivery    ,1,Doguinho,Hot Dog,"15,90","15,90",30/06/2025 16:04
13523,30/06/2025 15:18,segunda-feira,Delivery    ,1,Mini Bacon,Complemento,"3,00","3,00",30/06/2025 16:04
13523,30/06/2025 15:18,segunda-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",30/06/2025 16:04
13523,30/06/2025 15:18,segunda-feira,Delivery    ,1,Doguinho,Hot Dog,"15,90","15,90",30/06/2025 16:04
13523,30/06/2025 15:18,segunda-feira,Delivery    ,1,Mini Bacon,Complemento,"3,00","3,00",30/06/2025 16:04
13523,30/06/2025 15:18,segunda-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",30/06/2025 16:04
13532,30/06/2025 17:44,segunda-feira,Delivery    ,5,Hot Dog Seladinho,Hot Dog,"25,90","129,50",30/06/2025 18:36
13532,30/06/2025 17:44,segunda-feira,Delivery    ,5,Coca-Cola Original 600mL,Refrigerantes,"9,00","45,00",30/06/2025 18:36
13539,30/06/2025 18:41,segunda-feira,Delivery    ,1,Frango Seladinho,Frango,"30,90","30,90",30/06/2025 19:13
13539,30/06/2025 18:41,segunda-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",30/06/2025 19:13
13539,30/06/2025 18:41,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",30/06/2025 19:13
13544,01/07/2025 10:53,terça-feira,Delivery    ,3,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","116,70",01/07/2025 11:59
13544,01/07/2025 10:53,terça-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",01/07/2025 11:59
13544,01/07/2025 10:53,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",01/07/2025 11:59
13554,01/07/2025 11:54,terça-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",01/07/2025 12:29
13555,01/07/2025 11:58,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",01/07/2025 12:29
13564,01/07/2025 12:41,terça-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",01/07/2025 13:23
13564,01/07/2025 12:41,terça-feira,Delivery    ,1,Coca-Cola Original 200mL,Refrigerantes,"3,90","3,90",01/07/2025 13:23
13569,01/07/2025 13:30,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",01/07/2025 14:12
13573,01/07/2025 14:31,terça-feira,Delivery    ,1,Hot Dog Catupiry,Hot Dog,"29,90","29,90",01/07/2025 15:11
13577,01/07/2025 16:35,terça-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",01/07/2025 17:09
13577,01/07/2025 16:35,terça-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",01/07/2025 17:09
13587,02/07/2025 10:56,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",02/07/2025 11:45
13587,02/07/2025 10:56,quarta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",02/07/2025 11:45
13589,02/07/2025 11:25,quarta-feira,Delivery    ,1,Hot Dog Catupiry,Hot Dog,"29,90","29,90",02/07/2025 12:17
13590,02/07/2025 11:52,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",02/07/2025 12:18
13595,02/07/2025 12:19,quarta-feira,Delivery    ,1,Frango Catupiry com Bacon,Frango,"40,90","40,90",02/07/2025 13:11
13595,02/07/2025 12:19,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",02/07/2025 13:11
13598,02/07/2025 12:29,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",02/07/2025 13:11
13598,02/07/2025 12:29,quarta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",02/07/2025 13:11
13599,02/07/2025 12:36,quarta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",02/07/2025 13:11
13601,02/07/2025 12:43,quarta-feira,Delivery    ,1,Boizinho Bacon,Hambúrguer,"35,90","35,90",02/07/2025 13:11
13603,02/07/2025 12:47,quarta-feira,Delivery    ,1,Frango Catupiry,Frango,"34,90","34,90",02/07/2025 13:21
13610,02/07/2025 13:36,quarta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",02/07/2025 13:59
13611,02/07/2025 13:52,quarta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",02/07/2025 14:58
13620,02/07/2025 15:44,quarta-feira,Delivery    ,1,Frango Seladinho,Frango,"30,90","30,90",02/07/2025 16:30
13626,02/07/2025 17:03,quarta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",02/07/2025 17:44
13638,03/07/2025 10:36,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/07/2025 11:10
13642,03/07/2025 11:21,quinta-feira,Delivery    ,1,Hot Dog Simples,Hot Dog,"21,90","21,90",03/07/2025 11:51
13642,03/07/2025 11:21,quinta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",03/07/2025 11:51
13644,03/07/2025 11:29,quinta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",03/07/2025 12:02
13646,03/07/2025 11:49,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",03/07/2025 13:35
13656,03/07/2025 12:41,quinta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",03/07/2025 13:35
13667,03/07/2025 14:10,quinta-feira,Delivery    ,1,Água Com gás,Águas,"4,50","4,50",03/07/2025 15:51
13669,03/07/2025 14:33,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/07/2025 15:50
13667,03/07/2025 15:51,quinta-feira,Delivery    ,1,Doguinho,Hot Dog,"15,90","15,90",03/07/2025 15:51
13667,03/07/2025 15:51,quinta-feira,Delivery    ,1,Mini Bacon,Complemento,"3,00","3,00",03/07/2025 15:51
13667,03/07/2025 15:51,quinta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",03/07/2025 15:51
13667,03/07/2025 15:51,quinta-feira,Delivery    ,1,Doguinho,Hot Dog,"15,90","15,90",03/07/2025 15:51
13667,03/07/2025 15:51,quinta-feira,Delivery    ,1,Mini Bacon,Complemento,"3,00","3,00",03/07/2025 15:51
13667,03/07/2025 15:51,quinta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"2,00","2,00",03/07/2025 15:51
13677,03/07/2025 17:09,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/07/2025 17:40
13682,03/07/2025 18:01,quinta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",03/07/2025 18:41
13682,03/07/2025 18:01,quinta-feira,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",03/07/2025 18:41
13682,03/07/2025 18:01,quinta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",03/07/2025 18:41
13686,03/07/2025 18:34,quinta-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",03/07/2025 19:11
13696,04/07/2025 11:31,sexta-feira,Delivery    ,2,Hot Dog Seladinho,Hot Dog,"25,90","51,80",04/07/2025 13:55
13698,04/07/2025 11:40,sexta-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",04/07/2025 13:55
13703,04/07/2025 11:57,sexta-feira,Delivery    ,2,Hot Dog Nervoso,Hot Dog,"32,90","65,80",04/07/2025 13:55
13703,04/07/2025 11:57,sexta-feira,Delivery    ,1,Frango Seladinho,Frango,"30,90","30,90",04/07/2025 13:55
13703,04/07/2025 11:57,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",04/07/2025 13:55
13711,04/07/2025 12:35,sexta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",04/07/2025 13:55
13719,04/07/2025 13:14,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",04/07/2025 15:16
13719,04/07/2025 13:14,sexta-feira,Delivery    ,1,Ifood Salsicha,Complemento,"4,00","4,00",04/07/2025 15:16
13719,04/07/2025 13:14,sexta-feira,Delivery    ,1,Guaraná Antárctica 200mL,Refrigerantes,"3,90","3,90",04/07/2025 15:16
13723,04/07/2025 13:26,sexta-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",04/07/2025 13:56
13724,04/07/2025 13:32,sexta-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",04/07/2025 14:04
13724,04/07/2025 13:32,sexta-feira,Delivery    ,1,Coca-Cola Original 350mL,Refrigerantes,"6,90","6,90",04/07/2025 14:04
13753,05/07/2025 12:18,sábado,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",05/07/2025 12:37
13754,05/07/2025 12:23,sábado,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",05/07/2025 12:42
13754,05/07/2025 12:23,sábado,Delivery    ,1,Bacon 60g,Complemento,"8,00","8,00",05/07/2025 12:42
13754,05/07/2025 12:23,sábado,Delivery    ,1,Coca-cola Zero 600mL,Refrigerantes,"9,00","9,00",05/07/2025 12:42
13757,05/07/2025 12:58,sábado,Delivery    ,2,Hot Dog Catupiry,Hot Dog,"29,90","59,80",05/07/2025 13:24
13778,07/07/2025 12:22,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",07/07/2025 12:58
13782,07/07/2025 12:34,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",07/07/2025 13:25
13783,07/07/2025 12:58,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",07/07/2025 13:56
13787,07/07/2025 13:07,segunda-feira,Delivery    ,1,Boizinho Caipira,Hambúrguer,"32,90","32,90",07/07/2025 13:56
13787,07/07/2025 13:07,segunda-feira,Delivery    ,1,Fanta Laranja 350mL,Refrigerantes,"6,90","6,90",07/07/2025 13:56
13792,07/07/2025 13:36,segunda-feira,Delivery    ,1,Hot Dog Seladinho,Hot Dog,"25,90","25,90",07/07/2025 14:13
13792,07/07/2025 13:36,segunda-feira,Delivery    ,1,Coca-Cola Zero 350mL,Refrigerantes,"6,90","6,90",07/07/2025 14:13
13804,07/07/2025 16:16,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",07/07/2025 17:19
13805,07/07/2025 16:48,segunda-feira,Delivery    ,1,Hot Dog com Bacon e Catupiry,Hot Dog,"38,90","38,90",07/07/2025 17:19
13812,07/07/2025 17:37,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",07/07/2025 18:31
13813,07/07/2025 17:42,segunda-feira,Delivery    ,1,Hot Dog Nervoso,Hot Dog,"32,90","32,90",07/07/2025 18:31
